['0x013121291061493421111131049241312871055370116', '0x8234523749', '爱建集团', '731914A97V77CU6', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 370, 39557, 39927, 1, 1, '5kg', 1604630743970366700, '0x073108141561471031141213']
['0x1015815124142515421428218207911149107181214', '0x2237593919', '德邦股份', '737059GJPYWCH83', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:44', '普通发票', '15.76%', 531, 45137, 45668, 3, 3, '10kg', 1604630744475113600, '0x12147489115651459143']
['0x211602110399141713032167444114942151314', '0x2083089197', '网达软件', '737066QDWMRRYM2', '大众交通', '733492JTWEWF2Y1', '2020-11-06 10:45:44', '专业发票', '10.27%', 994, 73710, 74704, 1, 2, '2kg', 1604630744475113600, '0x14131355157345921314311']
['0x906011097556791415513127130141290131111722', '0x9095885113', '徐家汇', '7365211MU3P3P5X', '中国核建', '7336417CGJ9SL35', '2020-11-06 10:45:44', '专业发票', '18.74%', 682, 23089, 23771, 4, 4, '7kg', 1604630744475113600, '0x5101101310107141010142413']
['0x09261014116122101510121138100121185033821298', '0x4680826186', '上海三毛', '735105XB25JAT55', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:44', '增值税发票', '13.39%', 1005, 53283, 54288, 4, 3, '8kg', 1604630744475113600, '0x84131257071137151012913']
['0x1010151581489822116100101148731151391310114341', '0x7583973580', '海利生物', '736779TB2F4YC93', '城地股份', '737145NMSSW1CK1', '2020-11-06 10:45:44', '普通发票', '19.47%', 955, 73085, 74040, 2, 1, '11kg', 1604630744475113600, '0x109313115911171129101112']
['0x12117311101502551302811115185564150793699', '0x0773722179', '普利特', '733135P67MTGUG0', '宏达新材', '731090NISOL3SV0', '2020-11-06 10:45:44', '增值税发票', '10.73%', 299, 15930, 16229, 4, 4, '3kg', 1604630744475113600, '0x0551133150121110411']
['0x1111141287101311714121111465154251117844101210', '0x9237272781', 'ST运盛', '73292259D8HIEYX', '爱婴室', '7341497UIITXW01', '2020-11-06 10:45:44', '专业发票', '15.0%', 113, 62966, 63079, 3, 1, '3kg', 1604630744476113400, '0x1531210104831081512139138']
['0x14515126514814715144101118131461591131211301213', '0x5307986400', '地素时尚', '738550Q2Q5VUEH8', '上海医药', '733219HT9S541Y4', '2020-11-06 10:45:44', '专业发票', '15.04%', 167, 109990, 110157, 2, 3, '2kg', 1604630744476113400, '0x91111811102514315154120']
['0x141554104151389951301913355503311145010212', '0x1574288148', '新通联', '739024LJUDT83G9', '金桥信息', '734241B9GRK34C8', '2020-11-06 10:45:44', '专业发票', '15.34%', 549, 64190, 64739, 4, 4, '8kg', 1604630744476113400, '0x1033127015260727913']
['0x25107114511563121368111086612158137781401123', '0x7108663938', '华虹计通', '731091EL2JQF4AX', '荣泰健康', '738436M2RVGKFIX', '2020-11-06 10:45:44', '普通发票', '19.22%', 394, 11057, 11451, 1, 3, '9kg', 1604630744476113400, '0x1481010428481071593152']
['0x1314711514122981010614406415710866113151511121111', '0x3791604789', '光大证券', '73112946NHRQ5S8', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:44', '专业发票', '11.4%', 298, 76524, 76822, 2, 4, '3kg', 1604630744476113400, '0x13126401061215151014815100']
['0x1015713200512815112910119105015911115141410', '0x9536225957', '晨光文具', '732267ECFHFF431', '海顺新材', '734748UAO3E7SC3', '2020-11-06 10:45:44', '普通发票', '16.74%', 411, 52301, 52712, 3, 4, '8kg', 1604630744476113400, '0x5479101331591371002814']
['0x5136101410125232111012958604147345941463', '0x4873832887', '旗天科技', '739917AU6DQ2Y25', '矩子科技', '731234LM4MKOAQ1', '2020-11-06 10:45:44', '专业发票', '19.17%', 1045, 13334, 14379, 1, 3, '7kg', 1604630744476113400, '0x101337968898614113714']
['0x261013289658131515310610961211053685291326', '0x3852603150', '上海机场', '736805HWF9QNNC5', '号百控股', '730460TU01YHP88', '2020-11-06 10:45:44', '专业发票', '14.43%', 189, 57127, 57316, 4, 2, '8kg', 1604630744476113400, '0x412521517657590768']
['0x59971013171444134651679113511310311014111214', '0x8756624058', '汇得科技', '733768RX5OM53Q3', '华荣股份', '7372401S01HNR08', '2020-11-06 10:45:44', '专业发票', '17.88%', 965, 24285, 25250, 3, 1, '11kg', 1604630744476113400, '0x613145122570187133107']
['0x422329472714151215311052413741581179212147', '0x7241013105', '联明股份', '7357429TSAEJXD6', '移为通信', '739030WXYQWLBF3', '2020-11-06 10:45:44', '增值税发票', '13.62%', 745, 64079, 64824, 2, 4, '8kg', 1604630744476113400, '0x131015078982601210115']
['0x71235814915046121512935121327310131103689102', '0x5589331937', '移为通信', '739030WXYQWLBF3', '大智慧', '737166PKJ1ISGX7', '2020-11-06 10:45:44', '普通发票', '12.32%', 133, 100101, 100234, 1, 2, '5kg', 1604630744476113400, '0x115321410730733121570']
['0x913073102092127812296101014119710710121251014', '0x6610280406', '隧道股份', '7332763RDE6X229', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:44', '普通发票', '19.79%', 1010, 33198, 34208, 2, 3, '2kg', 1604630744476113400, '0x910111550411310203680']
['0x204121212411123801526401401265114114311485', '0x4188452012', '东富龙', '731887ICQKDTBR1', '城地股份', '737145NMSSW1CK1', '2020-11-06 10:45:44', '专业发票', '18.95%', 280, 104174, 104454, 1, 4, '5kg', 1604630744476113400, '0x14131159138121258251342']
['0x31410847281214104455537129561111411013748', '0x7046696059', '上海九百', '731115X7YEW5BL0', '柘中股份', '737417TS3T23JK9', '2020-11-06 10:45:44', '增值税发票', '16.43%', 113, 41779, 41892, 1, 4, '11kg', 1604630744476113400, '0x14441011412144044831413']
['0x14342140121259086411115111111121515111411156014', '0x7510305370', '金力泰', '7317969P4JTFW20', '泰胜风能', '7329333SBDVNC8X', '2020-11-06 10:45:44', '普通发票', '10.45%', 297, 90410, 90707, 4, 2, '9kg', 1604630744476113400, '0x82268713131591510158115']
['0x135112015014141541161578524912151311145116114157', '0x3902780612', '中国太保', '7328842Q69Q0QJ1', 'ST岩石', '730457JP1BB2KG5', '2020-11-06 10:45:44', '普通发票', '12.36%', 171, 106501, 106672, 4, 2, '11kg', 1604630744476113400, '0x8116265116111351315152']
['0x01513144273771415015111314031803111106112806', '0x0691790211', '上海钢联', '7399005G79UCVY8', '昂立教育', '7314705HCSPI4H6', '2020-11-06 10:45:44', '普通发票', '10.81%', 241, 88070, 88311, 4, 4, '1kg', 1604630744477113400, '0x18114109134011114318']
['0x085903711148913964812010411287410121343111', '0x7337186588', '古鳌科技', '735089TDWX0TW69', '华建集团', '735719NU4PPSSG9', '2020-11-06 10:45:44', '专业发票', '12.91%', 754, 89377, 90131, 1, 1, '2kg', 1604630744477113400, '0x64451112069131451391210']
['0x88151463990130101918117415710132120111613012', '0x4986879164', '锦江酒店', '730688D1J3XCAC0', '东富龙', '731887ICQKDTBR1', '2020-11-06 10:45:44', '增值税发票', '11.32%', 872, 89624, 90496, 2, 3, '2kg', 1604630744477113400, '0x921101541114949412404']
['0x08944158812341113751946315576191401060', '0x8068653886', '吉祥航空', '733723T0KTPB7L7', '中路股份', '731720LJNC238Y3', '2020-11-06 10:45:44', '普通发票', '15.38%', 260, 28237, 28497, 4, 3, '7kg', 1604630744477113400, '0x8572141510101312421154']
['0x121511156121231089710141371077712501111213116718', '0x3007441646', '姚记科技', '734450L20PON6EX', '强生控股', '737120FLLHCKL70', '2020-11-06 10:45:44', '专业发票', '15.95%', 133, 18462, 18595, 1, 1, '4kg', 1604630744477113400, '0x15581178111159112012210']
['0x513689901151211112411864101233101113031245414', '0x9797882386', '大智慧', '737166PKJ1ISGX7', 'ST创兴', '7355809WB7KEIF3', '2020-11-06 10:45:44', '增值税发票', '14.68%', 585, 33674, 34259, 3, 2, '4kg', 1604630744477113400, '0x6110915141091394154811']
['0x111515721155143159118134914413111036141491412', '0x7423432233', '汇得科技', '733768RX5OM53Q3', '矩子科技', '731234LM4MKOAQ1', '2020-11-06 10:45:44', '普通发票', '13.4%', 490, 70996, 71486, 3, 3, '6kg', 1604630744477113400, '0x13151571251287105510141111']
['0x21210115909104121551091681571101466104191313', '0x4042503489', '新世界', '735041XLVYVCLT7', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:44', '专业发票', '14.64%', 195, 89337, 89532, 4, 1, '1kg', 1604630744477113400, '0x133139311010910122117131']
['0x51368110509142054111029816211110102913015', '0x1846362783', '优刻得', '734884BPHUJYY37', '光大证券', '73112946NHRQ5S8', '2020-11-06 10:45:44', '普通发票', '15.21%', 797, 33800, 34597, 1, 2, '5kg', 1604630744477113400, '0x1469153549126101073915']
['0x98121458159411118817121310119813275908353', '0x4132265291', '天宸股份', '73679221H4MFHJ8', '城投控股', '730487GDYC4U1C5', '2020-11-06 10:45:44', '增值税发票', '14.89%', 352, 94527, 94879, 1, 4, '4kg', 1604630744477113400, '0x0931212259150631413811']
['0x8115127064108828340113211612111903210203', '0x4004360450', '昊海生科', '736326ROHSMAYW6', '爱建集团', '731914A97V77CU6', '2020-11-06 10:45:44', '普通发票', '16.27%', 677, 95850, 96527, 2, 2, '6kg', 1604630744477113400, '0x51431113311115122274100']
['0x0512191111623741238015110141147612128091589', '0x7616273475', '威尔泰', '739185FCFOYGHBX', '畅联股份', '735690Q7MIUXB64', '2020-11-06 10:45:44', '普通发票', '11.59%', 737, 51193, 51930, 3, 4, '1kg', 1604630744477113400, '0x95501291558914044141']
['0x932281214140761312715131407171415171331512827', '0x2459443299', '宝钢股份', '734934Y73NDRUN3', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:44', '普通发票', '11.22%', 1080, 49304, 50384, 4, 1, '2kg', 1604630744477113400, '0x11815361061810001081315']
['0x1414115214296713212731182241314401485123142', '0x6178234741', '吉祥航空', '733723T0KTPB7L7', '上实发展', '735615U0QXPTMP6', '2020-11-06 10:45:44', '增值税发票', '17.41%', 382, 74751, 75133, 4, 3, '2kg', 1604630744477113400, '0x90815134151415010553110']
['0x3351414156285962540157013614861251131311414', '0x8472813983', '风语筑', '7361005EPY6I8A9', '神开股份', '736219HEXL3WNW6', '2020-11-06 10:45:44', '增值税发票', '18.63%', 701, 61056, 61757, 2, 4, '1kg', 1604630744477113400, '0x684810108511121211554']
['0x1151211279813115138120194211912441067561415', '0x0554589792', '卫宁健康', '735980FGEJ72SC0', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:44', '普通发票', '18.15%', 574, 68255, 68829, 3, 4, '7kg', 1604630744477113400, '0x69691453612134413810']
['0x10171231665413876530621081314610142142981', '0x2850118989', '风语筑', '7361005EPY6I8A9', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:44', '增值税发票', '14.61%', 825, 30034, 30859, 1, 3, '4kg', 1604630744478096300, '0x121313129206791331241']
['0x12965370118153421135734129210131414131153', '0x1667716208', '克来机电', '731077BFO5WFVE0', '天永智能', '735398PI8IM35V2', '2020-11-06 10:45:44', '普通发票', '14.53%', 662, 30494, 31156, 1, 3, '5kg', 1604630744478096300, '0x104112581481115891494']
['0x689114671115136571585520133214143126131357', '0x0370982886', '天永智能', '735398PI8IM35V2', 'ST岩石', '730457JP1BB2KG5', '2020-11-06 10:45:44', '增值税发票', '17.4%', 233, 57831, 58064, 2, 4, '5kg', 1604630744478096300, '0x514111515124121264179145']
['0x687301134710318111541176651245501113110', '0x2478889005', '晶晨股份', '737962HN9EDUP17', '汇纳科技', '739027AR27XJQ5X', '2020-11-06 10:45:44', '专业发票', '14.87%', 185, 32679, 32864, 1, 2, '11kg', 1604630744478096300, '0x108781115451391110120152']
['0x131010418915515121311215143141508128741935115', '0x0234602768', '上海电影', '731929JNI82P4C5', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:44', '增值税发票', '13.73%', 875, 108994, 109869, 4, 3, '11kg', 1604630744478096300, '0x1011141514015257014122510']
['0x639118214021100561013131011122950530142310', '0x6637370162', '姚记科技', '734450L20PON6EX', '振华重工', '7304037HH6A8XM6', '2020-11-06 10:45:44', '专业发票', '11.24%', 840, 105737, 106577, 1, 2, '7kg', 1604630744478096300, '0x145113110108312214681115']
['0x112578157146215031814441412100761311414157912', '0x8749213187', '城投控股', '730487GDYC4U1C5', '中化国际', '739874L8BDK4J56', '2020-11-06 10:45:44', '增值税发票', '14.37%', 974, 65525, 66499, 3, 3, '3kg', 1604630744478096300, '0x901413981410543975714']
['0x1326211236818116131610480851310103411101470', '0x8359484152', '城地股份', '737145NMSSW1CK1', '顺灏股份', '738962FEXP7C5E0', '2020-11-06 10:45:44', '专业发票', '16.28%', 279, 25862, 26141, 3, 3, '3kg', 1604630744478096300, '0x31551363021514211101015']
['0x5654773103121773839121244155150157101612', '0x5708338528', '浦东建设', '738720DNQRDAFL6', '三湘印象', '7387169WWD894R7', '2020-11-06 10:45:44', '专业发票', '13.64%', 710, 56746, 57456, 3, 2, '3kg', 1604630744478617900, '0x8137112513151281211315']
['0x883111312158156159603615114121329411551161013', '0x9387403575', '三湘印象', '7387169WWD894R7', '古鳌科技', '735089TDWX0TW69', '2020-11-06 10:45:44', '普通发票', '14.27%', 330, 45454, 45784, 3, 1, '8kg', 1604630744478617900, '0x543159725404715941']
['0x812251413311141221144211101092301129128111310', '0x2337279119', '上海医药', '733219HT9S541Y4', '海立股份', '734075SM23UXDT4', '2020-11-06 10:45:44', '增值税发票', '15.86%', 228, 56826, 57054, 4, 1, '9kg', 1604630744478617900, '0x221112884116214461251']
['0x8288411134213851111125157331221539111768211', '0x9756266967', '海通证券', '734316Y2KXBNEDX', '上海亚虹', '730749V2MF4FUD7', '2020-11-06 10:45:44', '增值税发票', '15.68%', 180, 101323, 101503, 3, 2, '3kg', 1604630744478617900, '0x6810122456211274289']
['0x121715147131353111012755314104911103212251131310', '0x8222654078', '城地股份', '737145NMSSW1CK1', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:44', '普通发票', '11.62%', 386, 67697, 68083, 2, 4, '2kg', 1604630744478617900, '0x213514141415312152110709']
['0x457131146331476086211121231550611387110116', '0x9191163542', '老凤祥', '731697K29NY5VX7', '润欣科技', '739937L6YA0SRD0', '2020-11-06 10:45:44', '普通发票', '14.24%', 105, 108789, 108894, 4, 1, '4kg', 1604630744478617900, '0x9136126613915131511131214']
['0x3115210129156121109142912711981410611012012810', '0x1194728769', '上柴股份', '730422AT9W1L2MX', '华谊集团', '734111DBL850569', '2020-11-06 10:45:44', '专业发票', '15.3%', 597, 18014, 18611, 4, 4, '4kg', 1604630744478617900, '0x907370109809121414120']
['0x106702439740161314781022149411381101051513', '0x3365711091', '东方财富', '7373367NFM873UX', '陆家嘴', '734250N6QT428U7', '2020-11-06 10:45:44', '专业发票', '16.67%', 490, 58403, 58893, 4, 1, '7kg', 1604630744478617900, '0x1511501010911134861008']
['0x1494131116661003151108111567137315141491253', '0x3161550399', '松芝股份', '733206X24M35MA7', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:44', '增值税发票', '19.82%', 400, 107778, 108178, 1, 4, '7kg', 1604630744479122100, '0x1021510137501141411142810']
['0x14914712113317711966111121018270156125212121', '0x7368518194', '上海三毛', '735105XB25JAT55', '会畅通讯', '736280SI9J3UEJ6', '2020-11-06 10:45:44', '普通发票', '10.15%', 997, 28595, 29592, 3, 2, '11kg', 1604630744479122100, '0x151410129811814736291310']
['0x1211118347014500147910141152261413151461591042', '0x8214526651', '浦东金桥', '733574U9OE1OFX4', '巴安水务', '734156KOPSU5JQ5', '2020-11-06 10:45:44', '普通发票', '11.51%', 1020, 109463, 110483, 1, 2, '5kg', 1604630744479122100, '0x7944932181521075012']
['0x909101227111011411971112311261315132664152810', '0x4695531242', '上海三毛', '735105XB25JAT55', '汇通能源', '738253SK8AWND94', '2020-11-06 10:45:44', '增值税发票', '10.81%', 145, 34220, 34365, 3, 3, '11kg', 1604630744479122100, '0x01212213031365921141010']
['0x22615141315913821136041197264211744806128', '0x1526746703', '上柴股份', '730422AT9W1L2MX', '来伊份', '731694UVDB318EX', '2020-11-06 10:45:44', '专业发票', '13.85%', 286, 56705, 56991, 4, 3, '1kg', 1604630744479122100, '0x16921105935131302212']
['0x814912943668182158481761315157233151414415', '0x8713190241', '晶晨股份', '737962HN9EDUP17', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:44', '增值税发票', '15.19%', 256, 22194, 22450, 4, 3, '10kg', 1604630744479122100, '0x33411111198109560821']
['0x115513151201013128466313230791015137810901441', '0x7833325931', '中远海科', '7308634W22HY8N6', '信息发展', '732897N308J4BK4', '2020-11-06 10:45:44', '增值税发票', '15.86%', 1058, 83640, 84698, 3, 1, '1kg', 1604630744479122100, '0x8971081151192211111137']
['0x78227939121101271321194210713121314312320115', '0x9489758585', '风语筑', '7361005EPY6I8A9', '浦东建设', '738720DNQRDAFL6', '2020-11-06 10:45:44', '普通发票', '12.36%', 775, 49127, 49902, 4, 1, '6kg', 1604630744479122100, '0x201575901011152336414']
['0x15631511141256141147366117661292415681510139', '0x1229734541', '汇纳科技', '739027AR27XJQ5X', '永利股份', '738082QB080WVA3', '2020-11-06 10:45:44', '专业发票', '13.43%', 337, 42339, 42676, 4, 1, '3kg', 1604630744479122100, '0x021512175116200141314']
['0x64511686851115141251576801215615629614413101', '0x4704797683', '汇通能源', '738253SK8AWND94', '天宸股份', '73679221H4MFHJ8', '2020-11-06 10:45:44', '普通发票', '14.7%', 467, 15695, 16162, 1, 4, '11kg', 1604630744479122100, '0x91110121425061411331057']
['0x31414143012154105101130204129113615127111531813', '0x9146111418', '浦东建设', '738720DNQRDAFL6', '鸣志电器', '734506A7QUSWDN4', '2020-11-06 10:45:44', '专业发票', '12.86%', 877, 84744, 85621, 3, 3, '4kg', 1604630744479122100, '0x158015211415135761214']
['0x8517125107150153601220213014810614156140515', '0x2298409006', '隧道股份', '7332763RDE6X229', '上海银行', '738717X6KKTAO3X', '2020-11-06 10:45:44', '增值税发票', '11.19%', 1094, 34219, 35313, 1, 1, '4kg', 1604630744479122100, '0x501068571351389111412']
['0x123155041386432438151271010357111231410445', '0x5951548776', '耀皮玻璃', '73145750J4TIA14', '老凤祥', '731697K29NY5VX7', '2020-11-06 10:45:44', '专业发票', '18.66%', 1053, 102182, 103235, 1, 3, '5kg', 1604630744479122100, '0x582414971415931239215']
['0x767879131413151292101112329996104112101587', '0x6879443502', '汇纳科技', '739027AR27XJQ5X', '金安国纪', '738111YSESAJP22', '2020-11-06 10:45:44', '普通发票', '13.53%', 409, 22160, 22569, 4, 2, '4kg', 1604630744479122100, '0x142101433871012813710147']
['0x714810121504013910491213963512148214312111161210', '0x3644282278', '透景生命', '736446KTH55TKQ3', '上海能源', '7301500XLP6F144', '2020-11-06 10:45:44', '增值税发票', '11.25%', 864, 85294, 86158, 2, 2, '11kg', 1604630744479122100, '0x11121112113921514151012417']
['0x812132101157121253136477144781071521315853131', '0x6624937318', '澜起科技', '7365513E7BVS5P8', '拉夏贝尔', '73292660BSX7AIX', '2020-11-06 10:45:44', '增值税发票', '10.99%', 610, 89002, 89612, 2, 1, '2kg', 1604630744479122100, '0x1201411811312121161215814']
['0x451581101021314301713600128974059133210', '0x5889892384', '益民集团', '732763O7Y67XYV6', '强生控股', '737120FLLHCKL70', '2020-11-06 10:45:44', '普通发票', '13.25%', 1020, 20081, 21101, 1, 2, '5kg', 1604630744479122100, '0x1091201261060413488811']
['0x73845111469312321410265138391157931013536', '0x0336634783', '华峰超纤', '7312692PXGMUYX9', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:44', '增值税发票', '14.36%', 830, 40897, 41727, 4, 2, '1kg', 1604630744480270200, '0x1410131101312713112531410']
['0x03141815431371116123315131761512645130755', '0x0591494847', 'ST岩石', '730457JP1BB2KG5', '安科瑞', '738566C559JDY68', '2020-11-06 10:45:44', '增值税发票', '14.13%', 659, 62337, 62996, 3, 1, '3kg', 1604630744480270200, '0x71412331241101015331377']
['0x71401226637421311141112011136311151891322035', '0x1480121186', '吉祥航空', '733723T0KTPB7L7', '环旭电子', '736512YSS67YA6X', '2020-11-06 10:45:44', '增值税发票', '15.6%', 124, 59690, 59814, 3, 2, '2kg', 1604630744480270200, '0x151157315511121355382']
['0x1131691121121515141062138556971115134802991', '0x7930528346', '信息发展', '732897N308J4BK4', '璞泰来', '7347026SMUGEPV1', '2020-11-06 10:45:44', '增值税发票', '10.84%', 964, 83422, 84386, 3, 3, '9kg', 1604630744480270200, '0x1411615479110145167713']
['0x37142148010215611312915871010131204156583033', '0x6875383062', '至纯科技', '730833CX5DIKC40', '中化国际', '739874L8BDK4J56', '2020-11-06 10:45:44', '专业发票', '10.35%', 266, 66373, 66639, 1, 2, '1kg', 1604630744480270200, '0x8191097710589776154']
['0x0115106138362911121216613104121188888975613', '0x7235606328', '良信电器', '731974JGB72L8C0', '光大证券', '73112946NHRQ5S8', '2020-11-06 10:45:44', '增值税发票', '12.2%', 1009, 55570, 56579, 3, 1, '11kg', 1604630744480270200, '0x71306853211711103815']
['0x041161314414147415116811959574049141131316', '0x2100543180', '柘中股份', '737417TS3T23JK9', '岱美股份', '7377832LFXY42B8', '2020-11-06 10:45:44', '增值税发票', '12.19%', 146, 67239, 67385, 1, 1, '3kg', 1604630744480270200, '0x511211512135510531008']
['0x57107148141013111531012269513617811140707915', '0x4674062627', '陆家嘴', '734250N6QT428U7', '安诺其', '7398825GAOGR6R5', '2020-11-06 10:45:44', '普通发票', '19.58%', 879, 105991, 106870, 2, 2, '2kg', 1604630744480270200, '0x4135121588141641380810']
['0x171231531740305613711544111561145814128714', '0x9294026907', '耀皮玻璃', '73145750J4TIA14', '龙头股份', '7385455PA15XTF1', '2020-11-06 10:45:44', '增值税发票', '12.83%', 1000, 51592, 52592, 1, 3, '4kg', 1604630744480270200, '0x86134101034712955940']
['0x121810559364141240011568111440911109151586', '0x0147112200', '美邦服饰', '734878VQ2382VF6', '城地股份', '737145NMSSW1CK1', '2020-11-06 10:45:44', '增值税发票', '15.51%', 885, 34908, 35793, 1, 1, '10kg', 1604630744480270200, '0x11101474604142657390']
['0x15258121410802514771013138101311011510118118136', '0x8606173688', '爱婴室', '7341497UIITXW01', '置信电气', '7334654QCYJT384', '2020-11-06 10:45:44', '增值税发票', '12.69%', 140, 55536, 55676, 1, 1, '3kg', 1604630744480270200, '0x315912132111712141615116']
['0x133106847141598597711595151113011266121152', '0x3005006953', '金安国纪', '738111YSESAJP22', '地素时尚', '738550Q2Q5VUEH8', '2020-11-06 10:45:44', '普通发票', '17.33%', 1085, 101091, 102176, 2, 1, '5kg', 1604630744480270200, '0x51461621759651264']
['0x5021551451412116215872186049802013602154', '0x4439282454', '丰华股份', '739994PMBILTC41', '汉得信息', '735830YQTWOXGO3', '2020-11-06 10:45:44', '普通发票', '11.99%', 733, 86549, 87282, 3, 2, '11kg', 1604630744480270200, '0x361112147351017111791']
['0x7912147361015313111241314141441115159121455510', '0x3324082578', '剑桥科技', '730572JDQHTPX05', '氯碱化工', '733610M2DUADG00', '2020-11-06 10:45:44', '普通发票', '15.72%', 889, 99698, 100587, 3, 1, '4kg', 1604630744481127500, '0x7814741369131013314856']
['0x14371115488769151451151441148168112801112', '0x2731649132', '锦江投资', '733051IJCDIHO36', '飞科电器', '734492OBVOW2BE8', '2020-11-06 10:45:44', '普通发票', '10.67%', 437, 84804, 85241, 3, 2, '11kg', 1604630744481127500, '0x7123861341015366231113']
['0x1481415201502141231313248103983131315517713', '0x5453150597', '普利特', '733135P67MTGUG0', '海利生物', '736779TB2F4YC93', '2020-11-06 10:45:44', '专业发票', '17.38%', 459, 85348, 85807, 4, 2, '7kg', 1604630744481127500, '0x0313141314181601124108']
['0x24143731110141144410915123413510146315031414128', '0x2059182362', '三湘印象', '7387169WWD894R7', '锐奇股份', '739343RH42B0QG4', '2020-11-06 10:45:44', '普通发票', '10.9%', 970, 91537, 92507, 3, 1, '5kg', 1604630744481127500, '0x1414107139102159150105149']
['0x1291769151291201107113916139613143131108823', '0x8480616923', '纳尔股份', '7369379YTKT4QD1', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:44', '增值税发票', '19.14%', 111, 23367, 23478, 1, 3, '2kg', 1604630744481127500, '0x147721091361315751512']
['0x4651554138412152149839638401486031111121510', '0x1938862405', '中远海科', '7308634W22HY8N6', '上港集团', '730093PMES3ICQ8', '2020-11-06 10:45:44', '普通发票', '10.02%', 765, 55620, 56385, 1, 3, '9kg', 1604630744481127500, '0x10521130741314311154125']
['0x9442212893126510770141913151111161253871011', '0x8084554703', '安集科技', '737989QKUG99X21', '华培动力', '7350244DDXJMB98', '2020-11-06 10:45:44', '增值税发票', '10.48%', 799, 109154, 109953, 3, 3, '10kg', 1604630744481127500, '0x66163431404714611713']
['0x12885815983115851411131381576391249151221113', '0x1600205799', '交通银行', '736776U6SW94297', '妙可蓝多', '731558VRTFVT7F6', '2020-11-06 10:45:44', '专业发票', '19.73%', 251, 51441, 51692, 3, 2, '4kg', 1604630744481127500, '0x13111070431141111011075']
['0x112092313915810386013142413152147541415141305', '0x1049878308', '中微公司', '731893EMEDQ7502', '全筑股份', '733576F5SD6NC45', '2020-11-06 10:45:44', '普通发票', '17.98%', 218, 60550, 60768, 3, 2, '1kg', 1604630744481127500, '0x00941515314711144512132']
['0x611201113141312814810613131313794801501051112651', '0x4975264494', '三爱富', '731154VB73S8NY0', '开开实业', '7311720HCR3HQT4', '2020-11-06 10:45:44', '专业发票', '16.01%', 116, 84593, 84709, 4, 1, '8kg', 1604630744481127500, '0x696101006012118681510']
['0x2294891312267151270161156131514279111513212', '0x1704915915', '汇得科技', '733768RX5OM53Q3', '华域汽车', '736195P9OS45392', '2020-11-06 10:45:44', '普通发票', '17.37%', 180, 55029, 55209, 2, 2, '8kg', 1604630744481127500, '0x4010611341055495104']
['0x1320811401001211151415731066011151191546611', '0x0374941125', '三爱富', '731154VB73S8NY0', '汉得信息', '735830YQTWOXGO3', '2020-11-06 10:45:44', '增值税发票', '16.29%', 673, 39071, 39744, 1, 1, '4kg', 1604630744481127500, '0x1011514541041351262104']
['0x12121314141451410152214991311431183771331134614', '0x0008344702', '中曼石油', '738369IQBCPQ8Y3', 'ST爱旭', '734249EH6KSNYS4', '2020-11-06 10:45:44', '普通发票', '17.47%', 804, 59205, 60009, 4, 3, '9kg', 1604630744481127500, '0x101104715151171391063105']
['0x76712311212515311064126514210121343313461315', '0x1714089232', '华东电脑', '736559JEEJJU3B7', '锦江酒店', '730688D1J3XCAC0', '2020-11-06 10:45:44', '普通发票', '14.81%', 692, 106337, 107029, 1, 2, '9kg', 1604630744481127500, '0x142544141001392575135']
['0x91479814711414109751210151451571512132035410', '0x6409350319', '兰生股份', '736554N381OWVN8', '申能股份', '7348453LGJDBTX0', '2020-11-06 10:45:44', '普通发票', '11.39%', 1001, 56608, 57609, 4, 2, '10kg', 1604630744481127500, '0x13512413141124190313147']
['0x14511481245145010936611814151261141110151111540', '0x1879685977', '博通集成', '738070D71LJHAB5', '安科瑞', '738566C559JDY68', '2020-11-06 10:45:44', '增值税发票', '11.96%', 834, 45605, 46439, 2, 1, '5kg', 1604630744481127500, '0x611105794581115291411']
['0x41598611185522510628474613410012137010121', '0x0650748988', '天宸股份', '73679221H4MFHJ8', '畅联股份', '735690Q7MIUXB64', '2020-11-06 10:45:44', '增值税发票', '12.74%', 723, 18449, 19172, 4, 1, '9kg', 1604630744482127000, '0x2305814120517271214']
['0x47151563112075438101212812601104120815149413', '0x9738892528', '宝信软件', '735899P8TVGFAUX', '格尔软件', '7356204QBST0040', '2020-11-06 10:45:44', '专业发票', '12.62%', 599, 35340, 35939, 4, 1, '3kg', 1604630744482127000, '0x112141890214115578911']
