['0x55114013152588910956813910102115718105111', '0x7660452519', '克来机电', '731077BFO5WFVE0', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '普通发票', '15.48%', 491, 75552, 76043, 2, 2, '7kg', 1604630743902777200, '0x513139334121141231312115']
['0x555114144133444981215310841542112579835', '0x9755536314', '老凤祥', '731697K29NY5VX7', '中微公司', '731893EMEDQ7502', '2020-11-06 10:45:43', '普通发票', '15.43%', 561, 85043, 85604, 1, 2, '4kg', 1604630743953088500, '0x3118159113614401211212']
['0x11010513214101477138111029471431211522156122014', '0x9098607890', '美凯龙', '7366025TH7FY4I7', '飞凯材料', '734989THUOVL9R4', '2020-11-06 10:45:43', '普通发票', '14.28%', 783, 92607, 93390, 3, 1, '7kg', 1604630743953088500, '0x112111129861412000679']
['0x981141121212131514141140813559915151633661424', '0x2065572184', '北特科技', '7331264G7YJI7B9', '维宏股份', '734905HMDA7PDF9', '2020-11-06 10:45:43', '增值税发票', '18.62%', 666, 56399, 57065, 3, 1, '6kg', 1604630743953088500, '0x141412151446510141971715']
['0x1414151470803132181211141371028090713315926', '0x5841874041', '海顺新材', '734748UAO3E7SC3', '澜起科技', '7365513E7BVS5P8', '2020-11-06 10:45:43', '专业发票', '10.53%', 671, 38183, 38854, 2, 4, '2kg', 1604630743953088500, '0x04141541343062210061']
['0x412421211571210113321112221562121089113121409', '0x9569098137', '菲林格尔', '7313040BPF80YMX', '金枫酒业', '735047TV94IS5I8', '2020-11-06 10:45:43', '普通发票', '15.59%', 163, 35666, 35829, 3, 1, '3kg', 1604630743953088500, '0x131211213101077151051510']
['0x811101561158121514311152910915133210013135141114', '0x1242513474', '锐奇股份', '739343RH42B0QG4', '澜起科技', '7365513E7BVS5P8', '2020-11-06 10:45:43', '普通发票', '10.6%', 1025, 86339, 87364, 2, 1, '5kg', 1604630743953088500, '0x4121312115714119145111010']
['0x21481181207106413111572614007103263463711', '0x9959048168', '复旦复华', '736407SMITD17U7', '新文化', '732516K86BH9EY0', '2020-11-06 10:45:43', '专业发票', '17.91%', 779, 31870, 32649, 4, 2, '10kg', 1604630743953088500, '0x58532131112813461521411']
['0x122714154814121238413914131321112601775125344', '0x0333055204', '强生控股', '737120FLLHCKL70', '悦心健康', '7342506SXUSOGI0', '2020-11-06 10:45:43', '专业发票', '11.61%', 1078, 90909, 91987, 2, 2, '7kg', 1604630743953088500, '0x121998151481511341314312']
['0x131154121378101411712610056111541241515127111410510', '0x6738045626', '百联股份', '733459OUGAJ3EC1', '陆家嘴', '734250N6QT428U7', '2020-11-06 10:45:43', '专业发票', '14.96%', 1038, 75333, 76371, 1, 3, '5kg', 1604630743953630500, '0x1531151112711515136975']
['0x19814140131132210441591391125140611312661313', '0x1322029568', '鼎捷软件', '738245L775DFQR4', '丰华股份', '739994PMBILTC41', '2020-11-06 10:45:43', '专业发票', '11.61%', 182, 88557, 88739, 4, 2, '7kg', 1604630743953630500, '0x515811412244135214121211']
['0x331548141221315083083102917129131810051514', '0x7840719098', '东富龙', '731887ICQKDTBR1', '新黄浦', '733850EXAHMGYJ1', '2020-11-06 10:45:43', '增值税发票', '13.51%', 730, 106149, 106879, 2, 1, '11kg', 1604630743953630500, '0x05421213121012131541795']
['0x131012144101410811131411981336151515563714393815', '0x9895548171', '浦东金桥', '733574U9OE1OFX4', '中远海科', '7308634W22HY8N6', '2020-11-06 10:45:43', '增值税发票', '11.79%', 625, 89367, 89992, 3, 3, '5kg', 1604630743953630500, '0x23121514915383989111']
['0x961393101439654155771148847982312116148', '0x0966587495', '至正股份', '7336385JAOIHBB0', '华贸物流', '733646088UMTNG8', '2020-11-06 10:45:43', '普通发票', '14.09%', 855, 42125, 42980, 1, 1, '3kg', 1604630743953630500, '0x614010132712126181111']
['0x13313161111581014710381344912111469814111280119', '0x4334664056', '菲林格尔', '7313040BPF80YMX', '华铭智能', '732727TKKEQGR27', '2020-11-06 10:45:43', '专业发票', '16.5%', 921, 92433, 93354, 1, 2, '9kg', 1604630743953630500, '0x715407312078146159511']
['0x11351361215106115111391304148853725246111382', '0x4457467017', '上海石化', '73810463XNW9XX5', '光明乳业', '733392XGO2IXJC1', '2020-11-06 10:45:43', '专业发票', '15.73%', 303, 39168, 39471, 1, 4, '7kg', 1604630743953630500, '0x2151191415461011441181']
['0x38411591311411121207131112971411142115103796', '0x5938480951', '爱普股份', '7385691CXW3L5B6', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:43', '普通发票', '18.03%', 642, 10173, 10815, 3, 1, '11kg', 1604630743954054600, '0x2121468710101121151009']
['0x14151406101210554117111572152741239158104769', '0x5616842176', '上海银行', '738717X6KKTAO3X', '金枫酒业', '735047TV94IS5I8', '2020-11-06 10:45:43', '普通发票', '15.81%', 229, 40839, 41068, 3, 3, '1kg', 1604630743954054600, '0x1414144713121382771315142']
['0x1101512219135162151271521546111155125131306150', '0x8652378234', '悦心健康', '7342506SXUSOGI0', '东方明珠', '737278RMY1Y6001', '2020-11-06 10:45:43', '普通发票', '10.73%', 613, 58449, 59062, 4, 2, '2kg', 1604630743954054600, '0x491291418878448190']
['0x075116997113214611131114104771264141513112517', '0x4693683391', '普元信息', '7359276QNU45K35', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:43', '专业发票', '10.04%', 379, 102250, 102629, 1, 3, '1kg', 1604630743954054600, '0x1010782130073844597']
['0x85939221044156791378131111111311015241110712', '0x7637105729', '澜起科技', '7365513E7BVS5P8', '良信电器', '731974JGB72L8C0', '2020-11-06 10:45:43', '专业发票', '10.18%', 722, 37960, 38682, 4, 1, '11kg', 1604630743954054600, '0x11151514131089147115131415']
['0x101411011579879161241111071483155226161349', '0x6215402430', '中国船舶', '7399465MHRXA5K5', '中远海能', '738928DPR7U5658', '2020-11-06 10:45:43', '增值税发票', '17.91%', 413, 14379, 14792, 1, 3, '1kg', 1604630743954054600, '0x1014921081332111218711']
['0x1144510513326512815314514011514151141310611539', '0x5886393454', '复星医药', '731896L35F0EW76', '维宏股份', '734905HMDA7PDF9', '2020-11-06 10:45:43', '专业发票', '17.52%', 797, 85603, 86400, 3, 4, '1kg', 1604630743954054600, '0x3152106221591110324514']
['0x881564878251131359715921968101010895287', '0x0047759020', '润欣科技', '739937L6YA0SRD0', '上海亚虹', '730749V2MF4FUD7', '2020-11-06 10:45:43', '专业发票', '13.7%', 930, 53834, 54764, 2, 4, '7kg', 1604630743954054600, '0x142255157031041211332']
['0x13126412810510513267471134101146951111681463', '0x2033545988', '神奇制药', '738595P09I2CIP8', '保隆科技', '731114ANPJPBH71', '2020-11-06 10:45:43', '普通发票', '16.95%', 287, 30526, 30813, 1, 3, '7kg', 1604630743954558700, '0x8110139314107131327182']
['0x13682511812910114134141414100131361104131010780', '0x7558715246', '上海石化', '73810463XNW9XX5', '古鳌科技', '735089TDWX0TW69', '2020-11-06 10:45:43', '增值税发票', '19.17%', 788, 92905, 93693, 1, 2, '6kg', 1604630743954558700, '0x81466364101365114141411']
['0x112852431413579101410814116239111331015081592', '0x9504000579', '徕木股份', '7373156T606ROC8', '上海建工', '732912DBHM76VWX', '2020-11-06 10:45:43', '普通发票', '14.95%', 114, 61712, 61826, 3, 3, '5kg', 1604630743954558700, '0x0117515160149712215']
['0x10124119151053101471167131011111271114313101443100', '0x4827184553', '上海亚虹', '730749V2MF4FUD7', '泛微网络', '7364413YLO78W85', '2020-11-06 10:45:43', '普通发票', '17.48%', 575, 43484, 44059, 1, 1, '3kg', 1604630743954558700, '0x491212118131031213713123']
['0x0446101015409975101006109691191221591131065', '0x5901971796', '恒为科技', '7329568NWIBM1B3', '广电电气', '732351UJVO5BYI7', '2020-11-06 10:45:43', '普通发票', '17.57%', 262, 72008, 72270, 1, 1, '6kg', 1604630743954558700, '0x14951312148318712915413']
['0x13154610131571276381021110012151559124826970', '0x2853440870', '光大证券', '73112946NHRQ5S8', '泛微网络', '7364413YLO78W85', '2020-11-06 10:45:43', '普通发票', '18.16%', 283, 94795, 95078, 1, 2, '11kg', 1604630743954558700, '0x9818120104131061461518']
['0x92711133421415127140671428511276141011138459', '0x9283816468', 'ST爱旭', '734249EH6KSNYS4', '环旭电子', '736512YSS67YA6X', '2020-11-06 10:45:43', '增值税发票', '17.32%', 796, 91874, 92670, 1, 2, '6kg', 1604630743954558700, '0x056115251210661494137']
['0x1312308534861030058667407111213361293151', '0x6170723868', '思源电气', '73994732QUV1XE0', '晶华新材', '735238QU5746C17', '2020-11-06 10:45:43', '专业发票', '10.84%', 295, 84853, 85148, 4, 3, '4kg', 1604630743954558700, '0x4778140234810782131']
['0x1218410119111121114145331015101076111291311981010', '0x9582955010', '开能健康', '732671A9RD43Q7X', '旗天科技', '739917AU6DQ2Y25', '2020-11-06 10:45:43', '增值税发票', '19.2%', 927, 104500, 105427, 4, 3, '6kg', 1604630743954558700, '0x2133104116892151320147']
['0x51221010231144544142537231329441013111011123', '0x0207422533', '移为通信', '739030WXYQWLBF3', '亚士创能', '7383016GDI3XSU2', '2020-11-06 10:45:43', '普通发票', '11.24%', 364, 63903, 64267, 4, 1, '8kg', 1604630743954558700, '0x1513211102365710101139']
['0x8061614145101410147121413599714120751091215912', '0x9197047322', '海顺新材', '734748UAO3E7SC3', '百联股份', '733459OUGAJ3EC1', '2020-11-06 10:45:43', '专业发票', '10.27%', 259, 49396, 49655, 2, 2, '10kg', 1604630743954558700, '0x85741011013341410612103']
['0x8413514852121153134112201111382132511110109', '0x6878262776', '海通证券', '734316Y2KXBNEDX', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:43', '专业发票', '19.41%', 457, 39775, 40232, 4, 1, '1kg', 1604630743954558700, '0x14732610131513411910758']
['0x012142141371294512782913123191149113411710103', '0x1955567303', '开创国际', '730359CMXQXO4D9', '上海洗霸', '730623QPOXS2QF0', '2020-11-06 10:45:43', '普通发票', '10.2%', 148, 96976, 97124, 1, 2, '7kg', 1604630743954558700, '0x73012151210865367']
['0x15141196666414769410509143412101467121411905', '0x4572611541', '松芝股份', '733206X24M35MA7', '益民集团', '732763O7Y67XYV6', '2020-11-06 10:45:43', '增值税发票', '17.02%', 582, 13692, 14274, 1, 4, '5kg', 1604630743954558700, '0x637111123111491561313011']
['0x009170512711331211311276116112118991514519', '0x9411572857', '振华重工', '7304037HH6A8XM6', '光大嘉宝', '730415FUU5METM0', '2020-11-06 10:45:43', '增值税发票', '16.09%', 376, 49742, 50118, 2, 4, '7kg', 1604630743954558700, '0x30128511121014110515151211']
['0x139073100513310497813011394102811101480225', '0x4226416103', '威尔泰', '739185FCFOYGHBX', '汉得信息', '735830YQTWOXGO3', '2020-11-06 10:45:43', '增值税发票', '19.71%', 793, 101020, 101813, 1, 4, '3kg', 1604630743954558700, '0x10514114565210085101412']
['0x495216414412527151215341192876904089114', '0x5274045276', '强生控股', '737120FLLHCKL70', '上汽集团', '739487RMLNASKP9', '2020-11-06 10:45:43', '增值税发票', '17.58%', 836, 103609, 104445, 1, 3, '10kg', 1604630743955563600, '0x8636305481809534']
['0x12871551139181077496569151491314912709111312', '0x4724624649', '紫江企业', '735474V8WSKU8M0', '韦尔股份', '736468S7WQUKDC0', '2020-11-06 10:45:43', '专业发票', '15.47%', 1039, 96085, 97124, 2, 4, '10kg', 1604630743955563600, '0x11157101592481301461713']
['0x362128151131114968281471021014921291421067110', '0x5665597645', '中曼石油', '738369IQBCPQ8Y3', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:43', '增值税发票', '11.07%', 575, 46931, 47506, 4, 1, '8kg', 1604630743955563600, '0x1115121131227203293114']
['0x82107390531110215141151571212201011111299135', '0x6551999610', '上海建工', '732912DBHM76VWX', '乐鑫科技', '7377029EIXPJ8A0', '2020-11-06 10:45:43', '专业发票', '14.3%', 1031, 103182, 104213, 2, 2, '9kg', 1604630743955563600, '0x100310101112314123621']
['0x213871137610826021012414061486640711212130', '0x4043914354', '陆家嘴', '734250N6QT428U7', '上海莱士', '738228RGSDL42H5', '2020-11-06 10:45:43', '增值税发票', '12.26%', 163, 101356, 101519, 2, 3, '3kg', 1604630743955563600, '0x29121521214131579040313']
['0x136101051141211514151013201080377711312012810', '0x1159378763', '兰生股份', '736554N381OWVN8', '徐家汇', '7365211MU3P3P5X', '2020-11-06 10:45:43', '普通发票', '18.84%', 718, 40644, 41362, 2, 4, '11kg', 1604630743955563600, '0x1301014073323368154']
['0x3111491241013123111263101511612151484130550261011', '0x8410318689', '来伊份', '731694UVDB318EX', '艾艾精工', '737554D5T4139J6', '2020-11-06 10:45:43', '普通发票', '18.53%', 678, 102928, 103606, 1, 2, '6kg', 1604630743955563600, '0x106100141503579915667']
['0x2809182117415712148715112911111310131095135513', '0x5792224422', 'ST岩石', '730457JP1BB2KG5', '证券简称', '736763JRERB3H54', '2020-11-06 10:45:43', '专业发票', '16.65%', 579, 40914, 41493, 3, 4, '7kg', 1604630743955563600, '0x136172115314614488915']
['0x130765112101429310117127129212613632102861513', '0x0254076596', '汉钟精机', '731305KG24YXJG9', '凯众股份', '737771HBR6DJ2N2', '2020-11-06 10:45:43', '增值税发票', '14.28%', 122, 102563, 102685, 2, 2, '5kg', 1604630743955563600, '0x3871081510570731341113']
['0x15596710111191399101841171429127115183960', '0x9939834943', '豫园股份', '731065Y3GK86NS1', '移远通信', '739295PWHU3CYB2', '2020-11-06 10:45:43', '增值税发票', '14.37%', 772, 56103, 56875, 2, 2, '5kg', 1604630743955563600, '0x835102576213151261265']
['0x15000106912513413141401266158141415731512720', '0x6118220493', '优刻得', '734884BPHUJYY37', '汇得科技', '733768RX5OM53Q3', '2020-11-06 10:45:43', '专业发票', '15.76%', 799, 97299, 98098, 4, 2, '10kg', 1604630743955563600, '0x126641010694601533102']
['0x21201401151421213141314997106841515116415793014', '0x3790776826', '中国太保', '7328842Q69Q0QJ1', '申达股份', '737110Q6DR3E6J8', '2020-11-06 10:45:43', '专业发票', '14.46%', 775, 44682, 45457, 3, 4, '9kg', 1604630743955563600, '0x39013135411251212131111']
['0x51036051406535121191411321181012981119861214', '0x2037322290', '豫园股份', '731065Y3GK86NS1', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:43', '专业发票', '12.33%', 178, 50006, 50184, 2, 1, '4kg', 1604630743955563600, '0x1413136648133225111013']
['0x135111376001280614115017112937711121212993', '0x5696638793', '老凤祥', '731697K29NY5VX7', '畅联股份', '735690Q7MIUXB64', '2020-11-06 10:45:43', '专业发票', '15.83%', 283, 61853, 62136, 4, 1, '10kg', 1604630743955563600, '0x1011155151164784512705']
['0x131323411313214611228119910083997782144314', '0x3266606480', 'ST毅达', '736531RDEPB2K05', '协鑫集成', '73665460YTH5UA1', '2020-11-06 10:45:43', '专业发票', '19.59%', 494, 23434, 23928, 2, 2, '2kg', 1604630743955563600, '0x081183411411910414738']
['0x1515536127710125911081110404131514441215141111215', '0x8940688273', '绿地控股', '733334NWC4DL569', '创力集团', '735457QC618NR54', '2020-11-06 10:45:43', '普通发票', '16.76%', 948, 34390, 35338, 3, 3, '1kg', 1604630743956563500, '0x11113121121671551069138']
['0x915417962103121410131455107781521030111410612', '0x3581542032', '张江高科', '735909FYLDU4NM4', '鼎捷软件', '738245L775DFQR4', '2020-11-06 10:45:43', '增值税发票', '13.1%', 705, 35313, 36018, 4, 4, '2kg', 1604630743956563500, '0x8879139638146145963']
['0x11131061215275151214596111155129511146126141070', '0x2764879609', '上海银行', '738717X6KKTAO3X', '华域汽车', '736195P9OS45392', '2020-11-06 10:45:43', '增值税发票', '14.55%', 919, 40866, 41785, 2, 4, '1kg', 1604630743956563500, '0x116758131371012145769']
['0x30145191487337025240184131046504715711', '0x7937569555', '上海瀚讯', '7388580KH1G8XC2', '龙宇燃油', '7306245UDIIST56', '2020-11-06 10:45:43', '增值税发票', '15.69%', 327, 61075, 61402, 1, 2, '8kg', 1604630743956563500, '0x41415138125131249151491010']
['0x10113148144941414141615111449111041014315581313', '0x6729444754', '大智慧', '737166PKJ1ISGX7', '中银证券', '739207FMHXVL3C4', '2020-11-06 10:45:43', '普通发票', '17.22%', 853, 104548, 105401, 2, 3, '1kg', 1604630743956563500, '0x1113210555151164137412']
['0x10131314181312413122131321587806138156150685114', '0x8103918948', '亚通股份', '737707HEPL9AF52', '东方航空', '7385243VRE8KYG2', '2020-11-06 10:45:43', '增值税发票', '13.37%', 923, 43839, 44762, 4, 1, '6kg', 1604630743956563500, '0x614391541202781351390']
['0x102011015141024119367131211113123141418612114127', '0x2482515700', '中银证券', '739207FMHXVL3C4', '中华企业', '73915701H5QLXT6', '2020-11-06 10:45:43', '增值税发票', '18.07%', 333, 83976, 84309, 4, 3, '4kg', 1604630743956563500, '0x921089841915120161215']
['0x12788612291224689111912108511548740126127', '0x0440085331', '申能股份', '7348453LGJDBTX0', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:43', '增值税发票', '19.1%', 778, 84930, 85708, 3, 3, '4kg', 1604630743956563500, '0x81540211214146748781']
['0x133461321412108134010366011613513821482', '0x1506651281', '泰胜风能', '7329333SBDVNC8X', '上海贝岭', '73815746CLN9IC5', '2020-11-06 10:45:43', '专业发票', '19.18%', 986, 72438, 73424, 1, 4, '5kg', 1604630743956563500, '0x131312371110141311310021']
['0x141313111111128101212910141215630915361211122912211', '0x4150426464', '安诺其', '7398825GAOGR6R5', '聚辰股份', '7319047HA2DM8U0', '2020-11-06 10:45:43', '增值税发票', '12.36%', 360, 71147, 71507, 3, 1, '9kg', 1604630743956563500, '0x10156130151512128151511058']
['0x8120122142132551481751331327861310897156915', '0x0225436801', '绿地控股', '733334NWC4DL569', '科大智能', '732830VVL5VSYY1', '2020-11-06 10:45:43', '增值税发票', '13.83%', 835, 102647, 103482, 1, 1, '4kg', 1604630743956563500, '0x111044117131024130741210']
['0x13118015812611123153131811271396153013102151413', '0x6973995485', '大众交通', '733492JTWEWF2Y1', '恒为科技', '7329568NWIBM1B3', '2020-11-06 10:45:43', '增值税发票', '14.73%', 927, 69215, 70142, 2, 1, '8kg', 1604630743956563500, '0x2312141201412231337773']
['0x015811173012814129931015869043154512121013', '0x4049815133', '韦尔股份', '736468S7WQUKDC0', '天宸股份', '73679221H4MFHJ8', '2020-11-06 10:45:43', '专业发票', '19.01%', 1009, 66897, 67906, 1, 1, '9kg', 1604630743956563500, '0x12231128150102537667']
['0x1311710143311151211912581135555713030131214210', '0x0801069745', '上海莱士', '738228RGSDL42H5', '延华智能', '737055XVKT065P9', '2020-11-06 10:45:43', '增值税发票', '15.23%', 337, 66166, 66503, 4, 3, '6kg', 1604630743956563500, '0x261042143741510803148']
['0x4910103100123152101210311511650710737115780', '0x1960001049', '张江高科', '735909FYLDU4NM4', '上海九百', '731115X7YEW5BL0', '2020-11-06 10:45:43', '增值税发票', '19.15%', 490, 52609, 53099, 4, 2, '3kg', 1604630743956563500, '0x112411688915510892147']
['0x31412813614065159157509110146095632813110', '0x7066435982', '天海防务', '735895GTW8V03F9', '海立股份', '734075SM23UXDT4', '2020-11-06 10:45:43', '普通发票', '19.8%', 1028, 18113, 19141, 1, 2, '7kg', 1604630743956563500, '0x751014131501138125101302']
['0x4111313511473120810121115131012126150101512471515', '0x1165568360', '绿地控股', '733334NWC4DL569', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '专业发票', '11.01%', 909, 17715, 18624, 2, 1, '9kg', 1604630743957563200, '0x128879210102126815121514']
['0x672373221176620107714860101301371120072', '0x7593435634', '晶丰明源', '7347372A9BX0IL4', '城地股份', '737145NMSSW1CK1', '2020-11-06 10:45:43', '普通发票', '14.19%', 1014, 100862, 101876, 4, 3, '6kg', 1604630743957563200, '0x1015498101023383111322']
['0x1213154434692121211119413931587711451111131', '0x9794061685', '普利特', '733135P67MTGUG0', '新华传媒', '7396682JSLTBNH8', '2020-11-06 10:45:43', '增值税发票', '18.04%', 234, 52894, 53128, 1, 4, '4kg', 1604630743957563200, '0x31026604562151379711']
['0x1014010026595412311111001571426210211151212211', '0x2592412894', '美迪西', '73565890PDDO093', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:43', '普通发票', '17.98%', 949, 14820, 15769, 1, 2, '9kg', 1604630743957563200, '0x11861267015146117164']
['0x61236078091015115151084811954713812101161013', '0x4673262662', '中化国际', '739874L8BDK4J56', '密尔克卫', '7397406M1NT7QR0', '2020-11-06 10:45:43', '专业发票', '17.29%', 561, 108100, 108661, 1, 2, '8kg', 1604630743957563200, '0x74364310102123835121']
['0x712112514114601055311317111015312181013111001415', '0x0606758889', '中路股份', '731720LJNC238Y3', '三湘印象', '7387169WWD894R7', '2020-11-06 10:45:43', '增值税发票', '13.77%', 335, 64377, 64712, 3, 1, '7kg', 1604630743957563200, '0x1631510131257129815121515']
['0x113812381451412112481152376915181227158411', '0x9177299890', '康德莱', '736309QM2GOYVD5', '柘中股份', '737417TS3T23JK9', '2020-11-06 10:45:43', '普通发票', '13.36%', 253, 48746, 48999, 1, 4, '10kg', 1604630743957563200, '0x157011112214231521536']
['0x6135141410111413011214120131882107515314815141533', '0x2489505014', '城地股份', '737145NMSSW1CK1', '科泰电源', '7334375PVF7SOV9', '2020-11-06 10:45:43', '专业发票', '15.86%', 616, 41489, 42105, 4, 4, '7kg', 1604630743957563200, '0x1741353917010132101']
['0x4841510615801111511130121041045015669110122', '0x3515348846', '中银证券', '739207FMHXVL3C4', '新世界', '735041XLVYVCLT7', '2020-11-06 10:45:43', '专业发票', '16.38%', 1033, 107300, 108333, 2, 3, '1kg', 1604630743957563200, '0x418119115212210133147']
['0x12131108113121009891189111521124327614136131', '0x3347004523', '金安国纪', '738111YSESAJP22', '大众交通', '733492JTWEWF2Y1', '2020-11-06 10:45:43', '增值税发票', '14.58%', 132, 48423, 48555, 2, 2, '9kg', 1604630743957563200, '0x12210206028641513352']
['0x1310325134215142109872914311126581312235117', '0x6242678951', '良信电器', '731974JGB72L8C0', 'ST爱旭', '734249EH6KSNYS4', '2020-11-06 10:45:43', '普通发票', '16.78%', 789, 70860, 71649, 1, 4, '2kg', 1604630743957563200, '0x72811661571115134111112']
['0x445133713787111107215561371411481214211129', '0x7447247630', '华测导航', '738555MC5WN8P17', '润达医疗', '736876ODGJOQIS4', '2020-11-06 10:45:43', '专业发票', '12.59%', 425, 103585, 104010, 3, 2, '9kg', 1604630743957563200, '0x281013101201335774890']
['0x138715811801024121206146156740153417112547', '0x6366113446', '延华智能', '737055XVKT065P9', '上海临港', '733845U5RN6RSK5', '2020-11-06 10:45:43', '专业发票', '18.85%', 546, 91097, 91643, 3, 2, '5kg', 1604630743957563200, '0x7671392621060089154']
['0x1411136117130091369124724714813621030151115', '0x2121298693', '东方航空', '7385243VRE8KYG2', '国投资本', '733019TIKK775I8', '2020-11-06 10:45:43', '专业发票', '11.73%', 723, 90858, 91581, 2, 3, '11kg', 1604630743957563200, '0x1110301544111513401510211']
['0x10310571538157879431531110104615148260912', '0x5298832331', '思源电气', '73994732QUV1XE0', '透景生命', '736446KTH55TKQ3', '2020-11-06 10:45:43', '增值税发票', '19.21%', 618, 51107, 51725, 3, 1, '6kg', 1604630743957563200, '0x20741521214901112131132']
['0x8541429508131535130371193563415622136', '0x2714066944', '第一医药', '737108YSYJGYHQX', '锦江酒店', '730688D1J3XCAC0', '2020-11-06 10:45:43', '专业发票', '13.27%', 111, 39594, 39705, 4, 2, '3kg', 1604630743957563200, '0x6107210601361271512810']
['0x13921414310015412131061313528131014012121211412151215', '0x8784641062', '晨光文具', '732267ECFHFF431', '创力集团', '735457QC618NR54', '2020-11-06 10:45:43', '专业发票', '10.96%', 265, 28311, 28576, 2, 2, '1kg', 1604630743957563200, '0x51213621111513690144117']
['0x794314811812455158112914383701180121374515', '0x3337888665', '岱美股份', '7377832LFXY42B8', '北特科技', '7331264G7YJI7B9', '2020-11-06 10:45:43', '专业发票', '12.52%', 360, 12255, 12615, 4, 3, '9kg', 1604630743957563200, '0x1687410111194155193']
['0x15103481240121101117611137615615766821201207', '0x1607809790', '申能股份', '7348453LGJDBTX0', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:43', '专业发票', '17.99%', 901, 20386, 21287, 2, 3, '10kg', 1604630743958684500, '0x51214776158101315012811']
['0x43221113212113047152094150262712130099107', '0x1058470471', '龙宇燃油', '7306245UDIIST56', '上海雅仕', '730489Y87PHI0G5', '2020-11-06 10:45:43', '增值税发票', '16.53%', 800, 48670, 49470, 3, 2, '3kg', 1604630743958684500, '0x451001131478000154105']
['0x1414075145809141183980341321424870105127', '0x2400791735', '振华重工', '7304037HH6A8XM6', '柘中股份', '737417TS3T23JK9', '2020-11-06 10:45:43', '专业发票', '19.07%', 131, 50120, 50251, 4, 2, '10kg', 1604630743958684500, '0x87131365265411463153']
['0x080141141206021110330111551211259011121499', '0x4023982674', '宏达矿业', '734030770NJEHB8', '金桥信息', '734241B9GRK34C8', '2020-11-06 10:45:43', '专业发票', '17.63%', 643, 36403, 37046, 4, 3, '6kg', 1604630743958684500, '0x31861411393101515121108']
['0x615111531410686321375946101745111211139815113', '0x9216650766', '旗天科技', '739917AU6DQ2Y25', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:43', '专业发票', '11.74%', 352, 27798, 28150, 4, 3, '11kg', 1604630743958684500, '0x5743512111113147252612']
['0x1515712761013147441341121055131401430413687912', '0x7875874416', '拉夏贝尔', '73292660BSX7AIX', '北特科技', '7331264G7YJI7B9', '2020-11-06 10:45:43', '增值税发票', '17.13%', 490, 99884, 100374, 1, 1, '1kg', 1604630743958684500, '0x64101411011141125141021312']
['0x6132123415427111261851141546711014812134011', '0x3737385972', '康达新材', '7391739NQT6ROD9', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:43', '普通发票', '16.15%', 728, 74930, 75658, 2, 2, '1kg', 1604630743958684500, '0x1112151555810138138829']
['0x1501115151454146611310488019300701231314311', '0x7795030644', '上汽集团', '739487RMLNASKP9', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:43', '普通发票', '14.1%', 481, 79056, 79537, 2, 4, '9kg', 1604630743958684500, '0x1371678003150280115']
['0x151114976158667014111422910513515102863153', '0x9627126862', '松芝股份', '733206X24M35MA7', '雅运股份', '7320064G5K6KY09', '2020-11-06 10:45:43', '专业发票', '11.29%', 392, 41597, 41989, 1, 4, '2kg', 1604630743958684500, '0x13133973538221491313']
['0x14117501971513105912124140315121124315151512311', '0x5450852143', '汉钟精机', '731305KG24YXJG9', '巴安水务', '734156KOPSU5JQ5', '2020-11-06 10:45:43', '专业发票', '14.17%', 765, 32166, 32931, 1, 4, '5kg', 1604630743958684500, '0x949432851201141113711']
['0x1338111311114141412641213116206119250108810134', '0x7201601050', '申能股份', '7348453LGJDBTX0', '日播时尚', '737677E8S3MAXTX', '2020-11-06 10:45:43', '专业发票', '16.66%', 270, 33179, 33449, 4, 1, '9kg', 1604630743958684500, '0x149671111835100814137']
['0x467081318915851113121211111181380421101015', '0x7466565287', '鸣志电器', '734506A7QUSWDN4', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:43', '普通发票', '18.35%', 560, 21924, 22484, 3, 1, '8kg', 1604630743959424800, '0x190400171414151346113']
['0x014101310421504413361781158151037141274963', '0x1351674908', '东方证券', '735129ND823XM16', '锐奇股份', '739343RH42B0QG4', '2020-11-06 10:45:43', '普通发票', '14.31%', 301, 25594, 25895, 1, 3, '1kg', 1604630743959424800, '0x15981333112190921397']
['0x1391210611811313012291461111479032080151', '0x7907026657', '旗天科技', '739917AU6DQ2Y25', '市北高新', '734297CCHAGU0A2', '2020-11-06 10:45:43', '增值税发票', '16.91%', 309, 33337, 33646, 4, 3, '10kg', 1604630743959424800, '0x1418678621313961314212']
